,Unnamed: 0,Date,Rating,Review,Classification
1090,1091,2020-05-27 16:49:30,3,"Bom ,mas, demora muito meses para libera novas temporadas",Positiva
1121,1122,2020-05-27 16:03:43,3,Não estou conseguindo entrar na Netflix arrumem isso,Negativa
1131,1132,2020-05-27 15:52:35,3,Não consigo acessar minha conta senha e email estão corretos e não consigo entrar,Negativa
1144,1145,2020-05-27 15:19:47,3,Deveria poder baixar tudo u.u,Positiva
1159,1160,2020-05-27 15:00:45,3,So baixo se tiver naruto shippuden dublado Netflix dubla naruto,Positiva
1167,1168,2020-05-27 14:48:18,3,"Será que dá pra parar de reduzir a qualidade da resoluçao enquanto assisto, POR FAVOR?! Ja marquei a opçao de sempre utilizar HD e tenho 200mb de internet, so que o app persiste em reduzir ate 480p no meio da programaçao sem motivo nenhum(e ainda trava e reinicia) Isso ja ta chato, passou da hora, 2 atualizaçoes e nada de corrigir",Negativa
1183,1184,2020-05-27 14:26:23,3,"Pior a cada atualização, nessa última, não é mais compatível c Chromecast",Negativa
1191,1192,2020-05-27 14:15:08,3,"ta faltando mais episodeos de naruto,e falta filme",Positiva
1192,1193,2020-05-27 14:11:04,3,"É muito bom, mas tinha que ter uma opção nas configurações para dispositivos registrados, pra gente saber quantos aparelhos e quais estão com a nossa conta.",Positiva
1198,1199,2020-05-27 13:58:35,3,Ele é bom só que eu coloquei o Gmail da primeira vez e foi depois saio e eu tinha que colocar de novo eu coloquei o mesmo Gmail e não foi ficava dando Gmail incorreto e eu uso o Gmail da minha prima e ela mesma colocou e não foi,Negativa
1220,1221,2020-05-27 12:40:19,3,"Amo o app mas mesmo n baixando nada, não consigo baixar meu filmes",Positiva
1224,1225,2020-05-27 12:35:02,3,ĺ9,NaN
1262,1263,2020-05-27 10:36:27,3,Só tem que respeitar a religião dos outros viu porta dos fundos e netflix,Negativa
1264,1265,2020-05-27 10:21:54,3,A Netflix tira muitos filmes e séries boas por isso eu estou dando 3 estrelas e também vcs demoram demais para colocar as temporadas de séries e filmes,Positiva
1290,1291,2020-05-27 06:39:24,3,Ahhhh... E BOM,Positiva
1312,1313,2020-05-27 05:02:47,3,Bugs para atualizar os episódios Eu acabo de ver o episódio porem o histórico de visualização travou em apenas um ep e não sai dele,Negativa
1316,1317,2020-05-27 04:40:20,3,A cada atualização o apk fica pior existem apk grátis bem melhor que este que e pago se não melhorar vou acabar cancelando a assinatura,Negativa
1321,1322,2020-05-27 04:27:07,3,Só posso dizer que é bom . Há aplicativos melhores de este!,Positiva
1400,1401,2020-05-27 02:02:11,3,"Estou tendo problemas com o carregamento, o vídeo trava ou o áudio. Arrumem, por favor!!!!",Negativa
1422,1423,2020-05-27 01:32:32,3,Eu acho um absurdo pq eu tava asistindo uma seria quando vi a netfilx a apagou meu perfil ISO NAO SE FAZ PO,Negativa
1428,1429,2020-05-27 01:27:24,3,Podia ser mais atualizado !,Positiva
1433,1434,2020-05-27 01:17:10,3,O aplicativo em si é bom mais não entendi o porquê ele tá todo em inglês 🙄 não dá nem pra ler as descrições antes de escolher assistir alguma coisa...,Positiva
1452,1453,2020-05-27 00:51:05,3,"Está dando erro nos vídeos das series, fica carregando e não entra nunca na série está cada vez pior",Negativa
1454,1455,2020-05-27 00:47:25,3,Fica dando erro Quase todas as vezes enquanto está assistindo Arrumem isso,Negativa
1466,1467,2020-05-27 00:33:47,3,"Tinha esse aplicativo, descontado o valor em cta bancária. Qdo recebi aviso de renovar a cta. Chequei meus extratos e percebi que os 2 ultimos não tinha caído na cta. Isso tudo sem ter recebido aviso algum. Optei por desistência. Desculpa me mas ,não confio mais em vcs. O sit gui fire e do meu neto",Negativa
1483,1484,2020-05-27 00:11:22,3,Normalmente muito filme ruim,Negativa
1491,1492,2020-05-26 23:58:47,3,"Legal o app porém, tem que evoluir vai tempo que a qualidade estar deixando a desejar!",Positiva
1555,1556,2020-05-26 22:48:23,3,Não consigo baixar o volume quando conecto do celular para TV fica meio q bugado nem aumenta ou baixa .,Negativa
1577,1578,2020-05-26 22:19:03,3,Não estou conseguindo entrar no App coloca email e senha tudo certo e o App diz que está iincorreto Mesmo redefinindo a senha.,Negativa
1580,1581,2020-05-26 22:16:21,3,Não consigo usar tela dividida no meu a30,Negativa
1592,1593,2020-05-26 22:00:05,3,É um bom app mas ultimamente ta travando muito a imagem para e o áudio continua saio e entro dnv mas fica do mesmo jeito,Negativa
1604,1605,2020-05-26 21:41:07,3,Muito Boa,Positiva
1609,1610,2020-05-26 21:38:49,3,Está saindo toda hora sozinho,Negativa
1611,1612,2020-05-26 21:33:55,3,A netflix não ta indo a serie que eu tava assistindo não que ir em portuques antes tava indo em portuques e não ta aparesendo o idioma portuques fais uque,Negativa
1645,1646,2020-05-26 20:44:19,3,E bom mais tem que melhorar mais o conteúdo,Positiva
1654,1655,2020-05-26 20:29:47,3,Não entendo porque nos perfis infantis não tem como bloquear a tela...,Positiva
1657,1658,2020-05-26 20:27:52,3,Não estou conseguindo atualizar,Negativa
1674,1675,2020-05-26 19:58:28,3,Muito bom esse App instalei para ver minha série(sete pecados capitais)porém tive q reinstalar pq teve uma hora q só pegava o som e a imagem ficava preta,Negativa
1683,1684,2020-05-26 19:47:50,3,"Tenho utilizado o Edge para assistir, pois o aplicativo do windows é muito limitado. Além de faltar as animações como no navegador, ele tem o audio comprimido, parece que não envolve, como no Chrome. A imagem no aplicativo do windows tem muito brilho, porém apesar de ter mais resolução que no Chrome, ela perde toda definição de cores por conta do brilho estourado.",Negativa
1694,1695,2020-05-26 19:28:16,3,Toda vez q vou assistir alguma coisa Da erro Não sei oq fazer...,Negativa
1695,1696,2020-05-26 19:27:16,3,Precisa de mais k-dramas,Positiva
1702,1703,2020-05-26 19:17:27,3,Cade o naruto shippuden não tem filmes nao tem episodios da tem porada 6 mano bota ai por favor,Positiva
1718,1719,2020-05-26 18:50:19,3,poucas opções boas e atualizadas e está ficando cada vez mais caro a plataforma,Negativa
1744,1745,2020-05-26 18:10:25,3,Estava funcionando super bem .. de um tempo parou 😭😭,Positiva
1766,1767,2020-05-26 17:43:44,3,Nao to conseguindo abri os videos💔,Negativa
1827,1828,2020-05-26 16:23:38,3,"Porque diabos o meu vídeo fica ""pausando"" automaticamente ?",Negativa
1839,1840,2020-05-26 16:10:14,3,Eu assinei a netfix para assistir naruto classico e shipudem mas quando eu cheguei no ep 112 de naruto shipudem fiquei frustado pq não tem a continiação de naruto shipuden mesmo se os episodios nao fossem dublados em portugues eu aposto que isso não é motivo para não assistir. Netflix por favor quero naruto completo pelomenos legendado em portugues . pf ;-; . eu daria 5 estrelas mas pelo naruto dou 3,Positiva
1856,1857,2020-05-26 15:46:44,3,"Para de botar ""número inválido""isso e chata tá",Negativa
1876,1877,2020-05-26 15:07:43,3,"Oi bom eu só queria falar que eu amo o Netflix mas só no da TV no do celular, ipad , etc é ourives quase tudo é pago nessa vida credo eu acho que como a maioria das pessoas gostam do Netflix poderia ser gratuito e alguns filmes ou séries pagos mais só alguns.",Positiva
1882,1883,2020-05-26 14:47:24,3,Eu não consigo assistir e nem baixar o app novamente no meu tablet. 😣,Negativa
1899,1900,2020-05-26 14:01:05,3,Eu não do à 5 estrelas por que as serie não são completas e também não tem filmes que outros aplicativos tem mais não pegua mais,Positiva
1907,1908,2020-05-26 13:43:37,3,"Estou dando apenas três estrelas,pois lá há muitos filmes antigos que passam direto na televisão,em meu argumento queria declarar que por mim só deixaria os filmes novos; no entanto, não só estou dando três estrelas por causa desse problema que acabei de citar,e sim por motivo como a Netflix é um pouco atrasada,pois conheço um app que não tem play story e ainda por cima não paga nada,tendo muitos lançamentos de filmes e séries que chegam mais rápido, e as vezes tem mais temporadas que a Netflix",Positiva
1908,1909,2020-05-26 13:37:55,3,Faz a 2 temporada da aucademia!,Positiva
1935,1936,2020-05-26 12:11:09,3,"ta de sacanagem ne netflix?Já n bastava ter serie pela metade agora tirando filmes !o app é muito bom mais pra que tirar filmes que são bons e colocar outros lixo ?primeiro shrek depois o magico de oz e em seguida a princesa e o sapo! pra que isso ,serio pra que comsertem esse erro por favor!!!",Negativa
1955,1956,2020-05-26 09:48:30,3,Continuem com Daybreak pfv💕,Positiva
1967,1968,2020-05-26 06:51:42,3,Uma vez conectar para se divertir bons filmes da Netflix,Positiva
1968,1969,2020-05-26 06:35:50,3,Coloca uma opção para aumentar a velocidade do vídeo,Positiva
1986,1987,2020-05-26 04:53:57,3,Não consegui deixar em segundo plano,Negativa
1996,1997,2020-05-26 04:15:28,3,ALGM ME EXPLICA PQ APARECE ERRO DE LOGIN SENDO QUE TA TUDO CERTO,Negativa
2009,2010,2020-05-26 03:20:10,3,"Uso tablet com sistema Android 8.1 e ainda informa q talvez n seja um app otimizado para meu aparelho,q por sinal comprei esse mês. Q sistema Android é necessário 😒?",Negativa
2011,2012,2020-05-26 03:14:38,3,"inicialmente estava funcionando tudo bem, mas depois de um tempo começou a só ser reproduzido o áudio e aparecer as legendas porém a imagem não era apresentada era somente uma tela preta",Negativa
2012,2013,2020-05-26 03:09:01,3,É boa👍🏻,Positiva
2029,2030,2020-05-26 02:17:28,3,O app até que é bom mas não tem boku no hero ou my hero academia isso e sacanagem vocês podem até fazer a voz em português não tem poblema se a voz ficar ruim oque importa é que alguem dublou,Positiva
2045,2046,2020-05-26 01:55:40,3,"Aprendo inglês com filmes e séries da netflix. Tenho 2 sugestões: ter a opção de voltar 5 segundos em vez de 10. E quando eu trocar o idioma ou a legenda, não tirar do pause automaticamente o episódio ou o filme. Quando eu pauso e mudo o idioma ou a legenda, o filme automaticamente volta a rodar. Eu queria q o filme continuasse pausado, p eu comparar as legendas. (Pq uso para aprender idioma). Mais 1 observação: colocar avaliação de 1 a 5 estrelas para todos os filmes/series e mostrar isso",Negativa
2084,2085,2020-05-26 00:45:40,3,Eu estou estressada coloco a senha certa e mesmo assim diz que está errada! Mudei a senha e está do mesmo jeito!,Negativa
2098,2099,2020-05-26 00:30:28,3,Tem algumas série que não está pega do no meu celular,Negativa
2100,2101,2020-05-26 00:29:47,3,Estou avaliando o app,Positiva
2115,2116,2020-05-26 00:15:40,3,Galera eu quero mais temporadas de Naruto Shippuden por isso dei três,Positiva
2137,2138,2020-05-25 23:49:40,3,Cadê as novas temporadas de bob esponja em !,Positiva
2157,2158,2020-05-25 23:22:07,3,Nunca consigo acha os filmes e séries que eu quero,Positiva
2165,2166,2020-05-25 23:08:51,3,Minha tela fica preta toda vez q eu entro no app,Negativa
2179,2180,2020-05-25 22:50:09,3,"Muito bom,só não achei alguns filmes",Positiva
2180,2181,2020-05-25 22:47:57,3,Rateio,Positiva
2188,2189,2020-05-25 22:38:42,3,Trava muito o aplicativo!,Positiva
2195,2196,2020-05-25 22:32:05,3,"Deveriam lançar as novas temporadas das séries logo, demoram mais de ano para atualizar nesta plataforma.",Positiva
2211,2212,2020-05-25 22:10:00,3,A Netflix é legal mas o último problema que ela então boa noite consegui abaixar mas já vi a minha,Positiva
2218,2219,2020-05-25 21:59:33,3,"App bom mais podia ser de graça sei q não dá pra ser de graça mais qual é,tem vários Apps com as mesmas séries sem ser pago,só tô aq pq quero ver as séries legendados aí não consegui.",Positiva
2237,2238,2020-05-25 21:38:53,3,"É bom mais poderia ser melhor,fies mais atuais,ect",Positiva
2242,2243,2020-05-25 21:33:23,3,Gente pra assistir uma série e filme tem que pagar faz um ingual mais sem pagar com cartão de crédito e débito,Negativa
2260,2261,2020-05-25 20:37:06,3,"Eu nao tenho nada a reclama da netflix e otima e amo os filmes , mas tenho so a reclama sobre a serie elite e muita ponografia muito sobre drogas e sexo acho desnecesssario isso",Positiva
2264,2265,2020-05-25 20:16:54,3,Bom !eu amo mas não é gratuito,Positiva
2274,2275,2020-05-25 20:02:11,3,As visitas ttava,Positiva
2306,2307,2020-05-25 19:05:23,3,Bom app,Positiva
2310,2311,2020-05-25 18:53:47,3,Poucos filmes,Positiva
2321,2322,2020-05-25 18:29:07,3,podia ser melhor mais e muito bom,Positiva
2327,2328,2020-05-25 18:23:42,3,E o melhor aplicativo que eu já abaixei para assistir mas podiam atualizar as séries muitas séries estão só na primeira temporada só isso por favor atualizem as temporadas 👍👍,Positiva
2380,2381,2020-05-25 16:45:37,3,"Boa tarde, eu usava Netflix no Cel, sem querer eu tive q desinstalar o aplicativo, agora instalei, e coloco a senha e email e fala q tá incorreto, mais tá certo oq será.",Negativa
2386,2387,2020-05-25 16:38:52,3,Só tem filme antigo mas filmes bons,Positiva
2394,2395,2020-05-25 16:27:00,3,Por enquanto melhor que o prime vídeo.,Positiva
2429,2430,2020-05-25 15:32:34,3,"Não gostei do jeito que é organizado a Netflixl, porque acho difícil ficar procurando os filmes, a Netflix deveria organizar tudo que abrimos com títulos dos filmes, e organizar tudo por categoria, tipo comédia, ação, romance, lutas, a Netflix deveria ter filmes melhores.",Positiva
2432,2433,2020-05-25 15:29:40,3,"Vocês precisam arrumar esse problema da legenda e áudio. Mesmo mudando, todo início de episódio de uma série, a configuração reseta. É cansativo ter que ligar ou desligar legenda e alterar o áudio toda vez que vou abrir um episódio novo.",Negativa
2452,2453,2020-05-25 15:00:33,3,Poderia ter mais filmes lançamentos,Positiva
2471,2472,2020-05-25 14:26:26,3,E realmente de ótima qualidade mais a quarta temporada de Riverdale não chega na minha conta,Positiva
2473,2474,2020-05-25 14:24:31,3,Eles podiam lançar todas todas as temporadas de Naruto Shippuden até virar o sétimo Hokage,Positiva
2476,2477,2020-05-25 14:23:21,3,"Desde ontem não estou conseguindo acessar a Netflix nem no celular e nem na televisão. O app simplesmente não abre, por favor resolvam isso.",Negativa
2502,2503,2020-05-25 13:44:45,3,Muito bom e ao mesmo tempo ruim,Positiva
2543,2544,2020-05-25 11:44:07,3,3 por não ter a 2 temporada de one puch man,Positiva
2553,2554,2020-05-25 11:10:43,3,Tem muito filme antigo e as séries demoram muito p lançar novas temporadas odiei,Positiva
2563,2564,2020-05-25 10:09:56,3,"EU GOSTAVA DA NETFLIX MAIS EU PAREI DE GOSTA NO MOMENTO EM QUE TIRARAM POKEMON X E Y,EU QUERO DE VOLTA SE NAO EU VOU DENUNCIAR.😠👿🖕🖕",Positiva
2590,2591,2020-05-25 05:24:21,3,Ainda tô baixando,Negativa
2613,2614,2020-05-25 04:22:07,3,N vou aumentar minha nota até eles dublarem naruto Shippuden tô certo!,Positiva
2661,2662,2020-05-25 02:48:48,3,É LEGAL mais tão cancelando muitas séries legais 🤨🥰,Positiva
2665,2666,2020-05-25 02:45:31,3,"No começo estava muito bom, mas de uns dias pra cá só está travando, n consigo nem assisti uma série, pfvr arrumem isso",Negativa
2680,2681,2020-05-25 02:24:42,3,Eu amo esse app,Positiva
2697,2698,2020-05-25 01:59:05,3,E muito bom recomendo,Positiva
2699,2700,2020-05-25 01:57:12,3,5f,NaN
2705,2706,2020-05-25 01:47:58,3,"A Netflix é ótima, porém tem outros aplicativos que tem filmes e séries que a Netflix não tem, vocês poderiam ver isso.",Positiva
2709,2710,2020-05-25 01:36:35,3,Bom so acho muito atrasado com as series pode atualizar as series pelos lansamentos .,Positiva
2733,2734,2020-05-25 00:42:57,3,"O controle de velocidade dos vídeos foi retirado. Poderiam recolocar,por favor?!?",Positiva
2750,2751,2020-05-25 00:31:15,3,poderiam voltar com os 30 dias grátis,Positiva
2768,2769,2020-05-25 00:14:02,3,"Aplicativo bom, só falta ter filmes mais novos",Positiva
2776,2777,2020-05-25 00:06:23,3,G T M J U O Oi,Positiva
2796,2797,2020-05-24 23:41:33,3,Ainda nao usei,Positiva
2833,2834,2020-05-24 22:57:16,3,Está em ingles,Negativa
2839,2840,2020-05-24 22:50:11,3,"Tenho algo a relatar, as vezes quando desinstalo ele, e reinstalo de novo, e coloco o mesmo longi anterior, fala que esta incorreta a senha, mesmo estando certa... Se for algum tipo de bug, por favor que consertem... Fora isso, o app é ótimo Agradeço",Negativa
2863,2864,2020-05-24 22:18:22,3,"Ótima qualidade, no entanto, as opções deixam a desejar.",Positiva
2866,2867,2020-05-24 22:16:32,3,Tem coisas muito fortes,Positiva
2887,2888,2020-05-24 21:42:00,3,Coloquem o filme do Titanic e façam o app funcionar sem net por favor MAIS de resto tá tudin daora man porque que nao tem naruto shippuden no meu cell???,Positiva
2910,2911,2020-05-24 21:10:18,3,É difícil encontrar filmes evangélico,Positiva
2911,2912,2020-05-24 21:08:28,3,Não vou dá 5 estrelas pq até duas semanas atrás o app era o melhor mais ultimamente tem ficado igual os outros espero não ficar pior pq se não vou ser obrigada a cancelar minha assinatura.. obgda,Negativa
2913,2914,2020-05-24 21:07:21,3,Poderia ter compatibilidade com a divisão de telas que tem disponível no android 7 em diante.,Negativa
2967,2968,2020-05-24 19:49:31,3,Bão,Positiva
2977,2978,2020-05-24 19:25:37,3,Muito bom mas não tem filmes novos,Positiva
2981,2982,2020-05-24 19:16:24,3,É muito bom! Só que demora para lança filmes novos,Positiva
2987,2988,2020-05-24 19:06:40,3,Porque não tem a 7ª Temporada de The Walking dead ? Cadê as outras temporadas de The Walking dead?,Positiva
2996,2997,2020-05-24 18:55:38,3,Bom mais não tem muito filme,Positiva
3012,3013,2020-05-24 18:33:57,3,"É bom , mas tem séries que ñ esta completa como Os 7 pecados capitais.",Positiva
3054,3055,2020-05-24 17:18:37,3,"Já foi melhor, agora tenho quase certeza que fez acordo com as operadoras de tv por assinatura, porque só tem filme antigo, aparecendo um e outro novo de vez em quando, este Brasil não acaba nunca as barganha, muito triste, penso em até cancelar.",Negativa
3064,3065,2020-05-24 17:04:36,3,No meu telemóvel não consigo entrar de geito nenhum 😪😭😭 me ajudem,Negativa
3071,3072,2020-05-24 16:55:54,3,"É um bom app . Porém em alguns aspectos deixa muito a desejar . Como por exemplo , As Series nunca estão completas e sempre demora a chegar as novidades que em outros apps ja estão disponiveis a um tempo .",Positiva
3077,3078,2020-05-24 16:48:39,3,"Bom ,mas ainda falta mais opções pra series e filmes gospel",Positiva
3083,3084,2020-05-24 16:37:57,3,péssimo,Negativa
